section_id	document_id	collection	document_code	section_order	title_pl	title_en	description_pl	description_en
161	2	rosja	A2	137	Grid okupowanych terytoriów — Krym odcinany w gąszczu	The Grid of Occupied Territories — Crimea Being Cut Off in the Thicket	Uderzenia w grid okupowany stopniowo odcinają Krym i zaplecze wojskowe.	Strikes on the occupied-territory grid gradually cut off Crimea and its military rear.
162	2	rosja	A2	138	Paradoks sowieckiej redundancji — nadmiar ilościowy, sztywność kierunkowa	The Paradox of Soviet Redundancy — Quantitative Excess, Directional Rigidity	Dużo infrastruktury nie oznacza redundancji, gdy przepływy są kierunkowo sztywne.	A lot of infrastructure does not mean redundancy when flows are directionally rigid.
163	2	rosja	A2	139	Synteza — dlaczego klimat ugotuje sieć bez dronów	Synthesis — Why Climate Can Cook the Grid Without Drones	Klimat i topologia same mogą doprowadzić UES do chronicznych niedoborów.	Climate and topology alone can push the UES into chronic shortages.
164	2	rosja	A2	140	XV. Skorowidz ludzi — kto jest kim w tym dokumencie	XV. Index of People — Who Is Who in This Document	Indeks osób i ról potrzebnych do orientacji w długim dokumencie.	An index of people and roles needed to navigate a long document.
165	2	rosja	A2	141	Ukraina — polityka i wywiad	Ukraine — Politics and Intelligence	Najważniejsi ukraińscy politycy i przedstawiciele wywiadu występujący w analizie.	The principal Ukrainian politicians and intelligence figures appearing in the analysis.
166	2	rosja	A2	142	Ukraina — dowódcy operacyjni	Ukraine — Operational Commanders	Ukraińscy dowódcy operacyjni i ich role w opisywanych kampaniach.	Ukrainian operational commanders and their roles in the campaigns described.
167	2	rosja	A2	143	Rosja — władza centralna i regionalna	Russia — Central and Regional Power	Rosyjscy decydenci centralni i regionalni przywoływani w dokumencie.	Russian central and regional decision-makers referenced in the document.
168	2	rosja	A2	144	Zachód — politycy, dyplomaci, wywiad	The West — Politicians, Diplomats, Intelligence	Zachodni politycy, dyplomaci i przedstawiciele służb cytowani w analizie.	Western politicians, diplomats and intelligence officials cited in the analysis.
169	2	rosja	A2	145	Region — Azerbejdżan, Białoruś, mediatorzy	The Region — Azerbaijan, Belarus, Mediators	Aktorzy regionalni z Azerbejdżanu, Białorusi i kanałów mediacyjnych.	Regional actors from Azerbaijan, Belarus and mediation channels.
170	2	rosja	A2	146	Nasze źródła wywiadowcze — OSINT, analitycy, dziennikarze	Our Intelligence Sources — OSINT, Analysts, Journalists	Analitycy, dziennikarze i źródła OSINT używane w dokumencie.	Analysts, journalists and OSINT sources used in the document.
171	2	rosja	A2	147	Nauka, badania, ekspertyza	Science, Research, Expertise	Badacze i eksperci dostarczający danych oraz ram naukowych.	Researchers and experts providing data and scientific frameworks.
172	2	rosja	A2	148	Postacie z tła kulturowego i historycznego	Figures from the Cultural and Historical Background	Postacie historyczne i kulturowe używane jako punkty odniesienia.	Historical and cultural figures used as reference points.
173	2	rosja	A2	149	XVI. Motyw doktrynalny — stary wzorzec odwrócony	XVI. Doctrinal Motif — an Old Pattern Reversed	Rosyjski wzorzec maskirowki odwrócony i zastosowany przeciw jego twórcy.	The Russian maskirovka pattern reversed and used against its original practitioner.
174	2	rosja	A2	150	"Wzorzec literacki — „zabić wielu, by ukryć jedno"""	The Literary Pattern — “Kill Many to Hide One”	Ukrywanie kluczowego działania przez zalew innych zdarzeń i bodźców.	Hiding a key action under a flood of other events and stimuli.
175	2	rosja	A2	151	Historia doktrynalna — maskirowka jako narzędzie radzieckie i postradzieckie	Doctrinal History — Maskirovka as a Soviet and Post-Soviet Tool	Maskirowka od praktyki sowieckiej do współczesnej rosyjskiej wojny informacyjnej.	Maskirovka from Soviet practice to contemporary Russian information warfare.
176	2	rosja	A2	152	Strukturalna ślepota Kremla — dlaczego znana doktryna pozostaje niewidzialna	The Kremlin's Structural Blindness — Why a Known Doctrine Remains Invisible	Kreml nie rozpoznaje odwróconej wobec siebie techniki, którą sam historycznie stosował.	The Kremlin fails to recognise a technique turned against it that it has historically used itself.
177	2	rosja	A2	153	Dynamika wojny w lustrze II wojny światowej — Bagration, Kampania Naftowa, zespolenie instrumentów	War Dynamics in the Mirror of the Second World War — Bagration, the Oil Campaign, Integration of Instruments	Analogie do Bagrationu i kampanii naftowej jako zespolenia wielu instrumentów presji.	Analogies to Bagration and the oil campaign as cases of integrating multiple instruments of pressure.
178	2	rosja	A2	154	XVII. Źródła — instytucje, media, OSINT, ramy interpretacyjne	XVII. Sources — Institutions, Media, OSINT, Interpretive Frameworks	Zestaw źródeł medialnych, OSINT, satelitarnych i akademickich.	A set of media, OSINT, satellite and academic sources.
179	2	rosja	A2	155	Prasa i instytucje analityczne	Press and Analytical Institutions	Media, agencje i instytucje analityczne używane do weryfikacji zdarzeń.	Media outlets, agencies and analytical institutions used to verify events.
180	2	rosja	A2	156	Telegram OSINT	Telegram OSINT	Telegramowe kanały OSINT dostarczające danych z Rosji, Ukrainy i Krymu.	Telegram OSINT channels providing data from Russia, Ukraine and Crimea.
181	2	rosja	A2	157	Dane satelitarne i obrazowe	Satellite and Imagery Data	Dane satelitarne i termiczne do niezależnej weryfikacji skutków uderzeń.	Satellite and thermal data used for independent verification of strike effects.
182	2	rosja	A2	158	OSINT na Bluesky / X	OSINT on Bluesky / X	Analitycy i konta OSINT na Bluesky oraz X.	Analysts and OSINT accounts on Bluesky and X.
183	2	rosja	A2	159	Ramy interpretacyjne (akademickie)	Interpretive Frameworks (Academic)	Horbyk, Douglas i Mottron jako źródła głównych ram interpretacyjnych.	Horbyk, Douglas and Mottron as sources of the principal interpretive frameworks.
184	3	rosja	A3	1	lista celów	Target List	Chronologiczny rejestr strategicznych uderzeń od stycznia do czerwca 2026: cele, skutki, zasięg i zmieniający się rytm kampanii.	A chronological register of strategic strikes from January to June 2026: targets, effects, reach and the campaign's changing rhythm.
185	3	rosja	A3	2	II. Lista uderzeń — okresy dwutygodniowe, od maja tygodniowe	II. Strike List — Fortnightly Periods, Weekly from May Onward	Uderzenia uporządkowane okresami, z klasyfikacją celów, skutków i frontów.	Strikes organised by period, with classification of targets, effects and fronts.
186	3	rosja	A3	3	Wstęp — kluczowe daty, klasyfikacja, statystyki bazowe	Introduction — Key Dates, Classification, Baseline Statistics	Kluczowe daty, zasady klasyfikacji, statusy uszkodzeń i statystyki bazowe.	Key dates, classification rules, damage-status categories and baseline statistics.
187	3	rosja	A3	4	okres 1 od 04.01 do 17.01	Period 1: 4–17 January	Rejestr uderzeń 4–17 stycznia: początkowa, rzadka faza kampanii.	Register of strikes from 4–17 January: the campaign's initial, sparse phase.
188	3	rosja	A3	5	okres 2 od 18.01 do 31.01	Period 2: 18–31 January	Rejestr uderzeń 18–31 stycznia: powrót rafinerii i pierwsze zagęszczenie celów.	Register of strikes from 18–31 January: refineries return and targets begin to cluster.
189	3	rosja	A3	6	okres 3 od 01.02 do 14.02	Period 3: 1–14 February	Rejestr uderzeń 1–14 lutego: Wołgograd i skok zasięgu do głębokiego zaplecza.	Register of strikes from 1–14 February: Volgograd and a leap in reach into the deep rear.
190	3	rosja	A3	7	okres 4 od 15.02 do 28.02	Period 4: 15–28 February	Rejestr uderzeń 15–28 lutego: spowolnienie zakończone wybuchem wojny w Iranie.	Register of strikes from 15–28 February: a slowdown ending with the outbreak of war in Iran.
191	3	rosja	A3	8	Paradoks Hormuz — start kalendarzowy	The Hormuz Paradox — Calendar Start	Start paradoksu Hormuz: wojna w Iranie chwilowo podnosi rosyjskie przychody naftowe.	The start of the Hormuz paradox: war in Iran temporarily lifts Russian oil revenues.
192	3	rosja	A3	9	okres 5 od 01.03 do 14.03	Period 5: 1–14 March	Rejestr uderzeń 1–14 marca: elektronika, gaz i dobór precyzyjniejszej amunicji.	Register of strikes from 1–14 March: electronics, gas and selection of more precise munitions.
193	3	rosja	A3	10	okres 6 od 15.03 do 28.03	Period 6: 15–28 March	Rejestr uderzeń 15–28 marca: dywersyfikacja na Bałtyk, Powołże, chemię i lotnictwo.	Register of strikes from 15–28 March: diversification toward the Baltic, Volga region, chemicals and aviation.
194	3	rosja	A3	11	okres 7 od 29.03 do 11.04	Period 7: 29 March–11 April	Rejestr uderzeń 29 marca–11 kwietnia: selektywna pauza, nie pełne wstrzymanie.	Register of strikes from 29 March–11 April: a selective pause, not a full halt.
195	3	rosja	A3	12	Korekta v1.2 — pauza wielkanocna nie była absolutna	Correction v1.2 — the Easter Pause Was Not Absolute	Wielkanocna pauza dotyczyła wybranych klas celów, nie całej kampanii.	The Easter pause applied to selected target classes, not to the entire campaign.
196	3	rosja	A3	13	okres 8 od 12.04 do 25.04	Period 8: 12–25 April	Rejestr uderzeń 12–25 kwietnia: Morze Czarne, Baszkortostan i kompresja cyklu napraw.	Register of strikes from 12–25 April: the Black Sea, Bashkortostan and compression of the repair cycle.
197	3	rosja	A3	14	okres 9 od 26.04 do 09.05	Period 9: 26 April–9 May	Rejestr uderzeń 26 kwietnia–9 maja: głębia Rosji, Bałtyk i nowe węzły produkcyjne.	Register of strikes from 26 April–9 May: deep Russia, the Baltic and new production nodes.
198	3	rosja	A3	15	okres 10 od 10.05 do 16.05	Period 10: 10–16 May	Rejestr uderzeń 10–16 maja: demembranizacja perymetru Moskwy i dalsza kompresja rafinerii.	Register of strikes from 10–16 May: demembranisation of Moscow's perimeter and further compression of refinery repair cycles.
199	3	rosja	A3	16	Nota o zmianie rytmu — od maja tydzień	Note on the Change in Rhythm — Weekly from May	Tempo zdarzeń wymusza przejście rejestru z okresów dwutygodniowych na tygodniowe.	The tempo of events forces the register to shift from fortnightly to weekly periods.
200	3	rosja	A3	17	okres 11 od 17.05 do 23.05	Period 11: 17–23 May	Rejestr 17–23 maja: uderzenia połączone z kampanią komunikacyjną i sygnalizacją.	Register of 17–23 May: strikes combined with a communications and signalling campaign.
201	3	rosja	A3	18	Trzydniowa kampania komunikacyjna 17–18.05	Three-Day Communications Campaign, 17–18 May	Zsynchronizowana warstwa komunikacyjna 17–18 maja nad kampanią kinetyczną.	A synchronised communications layer on 17–18 May superimposed on the kinetic campaign.
202	3	rosja	A3	19	okres 12 od 24.05 do 30.05	Period 12: 24–30 May	Rejestr 24–30 maja: kulminacja uderzeń głębokich i formalizacja „long-range sanctions”.	Register of 24–30 May: culmination of deep strikes and formalisation of “long-range sanctions”.
203	3	rosja	A3	20	27.05 — największy pakiet uderzeń głębokich w wojnie	27 May — the Largest Deep-Strike Package of the War	27 maja: największy dotąd pakiet równoległych uderzeń głębokich.	27 May: the largest package of parallel deep strikes to date.
204	3	rosja	A3	21	Statystyki maja — Naczelny Dowódca ZSU (gen. Syrski)	May Statistics — Commander-in-Chief of the Armed Forces of Ukraine (Gen. Syrskyi)	Oficjalny bilans ZSU za maj: cele Deep Strike, straty, terytorium i obrona powietrzna.	The official Ukrainian Armed Forces balance for May: Deep Strike targets, losses, territory and air defence.
205	3	rosja	A3	22	okres 13 od 31.05 do 06.06	Period 13: 31 May–6 June	Rejestr 31 maja–6 czerwca: SPIEF, Bałtyk, Krym i rozszerzenie kampanii do około 1000 km.	Register of 31 May–6 June: SPIEF, the Baltic, Crimea and expansion of the campaign to roughly 1,000 km.
206	3	rosja	A3	23	03.06 — uderzenie w dniu otwarcia SPIEF	3 June — Strike on the Opening Day of SPIEF	Uderzenie w Petersburg w dniu otwarcia SPIEF jako czysta sygnalizacja kalendarzem.	A strike on St Petersburg on SPIEF's opening day as pure calendar-based signalling.
207	3	rosja	A3	24	okres 14 od 07.06 do 13.06	Period 14: 7–13 June	Rejestr 7–13 czerwca: interdykcja R-280, podstacje, kolej, arsenały i nowe typy celów.	Register of 7–13 June: R-280 interdiction, substations, railways, arsenals and new target types.
208	3	rosja	A3	25	okres 15 od 14.06 do 20.06	Period 15: 14–20 June	Rejestr 14–20 czerwca: dalsza presja na paliwa, Moskwę, Krym i infrastrukturę.	Register of 14–20 June: continued pressure on fuel, Moscow, Crimea and infrastructure.
209	3	rosja	A3	26	okres 16 od 21.06 (w toku)	Period 16: from 21 June (Ongoing)	Rejestr od 21 czerwca: Krym jako wyspa, mikroelektronika, rafinerie i krajowa kaskada paliwowa.	Register from 21 June onward: Crimea as an island, microelectronics, refineries and a nationwide fuel cascade.
210	4	rosja	A4	1	lipiec 2026. przejscie na hurt	July 2026. The Shift to Wholesale	Lipiec 2026 jako przejście ukraińskiej presji z pojedynczych uderzeń na skalę systemową. Analiza paliw, gospodarki, mobilizacji, adaptacji i kurczących się opcji Rosji.	July 2026 as the point when Ukrainian pressure shifts from individual strikes to system scale. An analysis of fuel, the economy, mobilisation, adaptation and Russia's shrinking options.
211	4	rosja	A4	2	I. Skala hurtu	I. The Scale of Wholesale	Zmiana jednostki pomiaru: z pojedynczych trafień na bilans całych klas zdolności.	A change in the unit of measurement: from individual hits to the balance of entire capability classes.
212	4	rosja	A4	3	1. Przerób — dno dwudziestolecia	1. Refining — a Twenty-Year Low	Rosyjski przerób ropy na minimum od dwóch dekad, z trwałymi wyłączeniami rafinerii.	Russian oil refining at its lowest level in two decades, with persistent refinery outages.
213	4	rosja	A4	4	2. Tempo uderzeń	2. Strike Tempo	Skok liczby i geograficznego zasięgu trafień w rosyjską infrastrukturę paliwową.	A surge in the number and geographic reach of hits on Russian fuel infrastructure.
214	4	rosja	A4	5	"o „przerwie"", której nie było"	On the “Pause” That Wasn't	Rzekoma pauza rafineryjna była przesunięciem kampanii na magazyny i logistykę.	The supposed refinery pause was a shift of the campaign toward storage and logistics.
215	4	rosja	A4	6	3. Zasięg kryzysu po stronie rosyjskiej	3. The Geographic Reach of the Crisis on the Russian Side	Deficyt paliw obejmuje niemal całą Rosję i zaczyna dotykać także frontu.	Fuel shortages cover almost all of Russia and are beginning to affect the front as well.
216	4	rosja	A4	7	"4. Co znaczy „hurt"""	4. What “Wholesale” Means	Celami stają się klasy obiektów, a miarą bilans i nieodwracalność strat.	Target classes, rather than individual objects, become the unit of attack; the measure is the balance and irreversibility of losses.
217	4	rosja	A4	8	II. Marketplace jako cel	II. The Marketplace as a Target	Magazyny handlu internetowego jako element wojskowej logistyki i kanał transmisji strat finansowych.	E-commerce warehouses as part of military logistics and as a channel transmitting financial losses.
218	4	rosja	A4	9	1. Kampania Wildberries	1. The Wildberries Campaign	Seria uderzeń w magazyny Wildberries odsłania nową, słabo bronioną klasę celów.	A series of strikes on Wildberries warehouses exposes a new, weakly defended target class.
219	4	rosja	A4	10	o ewakuacji, której nie było	On the Evacuation That Never Happened	Brak ewakuacji pracowników jako wskaźnik nieprzygotowania systemu na tę kategorię uderzeń.	The absence of worker evacuation as an indicator that the system was unprepared for this category of strike.
220	4	rosja	A4	11	2. Pierwszy Ozon	2. The First Ozon	Rozszerzenie kampanii z Wildberries na infrastrukturę Ozona.	Expansion of the campaign from Wildberries to Ozon infrastructure.
221	4	rosja	A4	12	3. Uzasadnienie celu	3. Target Rationale	Marketplace jako realny węzeł dostaw wojskowych, nie przypadkowy obiekt cywilny.	The marketplace as a real military-supply node, not an accidental civilian object.
222	4	rosja	A4	13	4. Powód, nie pretekst — i przypieczętowanie przez UE	4. Reason, Not Pretext — and Sealed by the EU	Rosyjskie oznaczenia wojskowych towarów potwierdzają materialny powód wyboru celu.	Russian labelling of military goods confirms the material reason for selecting the target.
223	4	rosja	A4	14	Co mogła zrobić Unia	What the Union Could Do	UE odpowiada sankcjami na te same podmioty, zamiast podważać ukraińską kwalifikację celu.	The EU responds with sanctions against the same entities instead of challenging Ukraine's classification of the target.
224	4	rosja	A4	15	5. Efekt finansowy i przerzucenie ryzyka	5. Financial Effect and Risk Transfer	Straty magazynowe przechodzą na sprzedawców, kredyty, rezerwy bankowe i państwo.	Warehouse losses flow through to sellers, loans, bank provisions and the state.
225	4	rosja	A4	16	III. Milczenie strategiczne Zachodu	III. The West's Strategic Silence	Zachód działa według analiz strukturalnych, ale publicznie mówi głównie o bieżących zdarzeniach.	The West acts on structural analysis while speaking publicly mostly about current events.
226	4	rosja	A4	17	1. Luka między wiedzą a mową	1. The Gap Between Knowledge and Speech	Decyzje Zachodu zdradzają więcej wiedzy strategicznej niż oficjalne wypowiedzi.	Western decisions reveal more strategic knowledge than official statements do.
227	4	rosja	A4	18	2. Słowo urzędującego to zobowiązanie, nie opinia	2. The Word of an Incumbent Is a Commitment, Not an Opinion	Strategiczna prognoza urzędującego polityka natychmiast tworzy obowiązek działania.	A strategic forecast by a serving politician immediately creates an obligation to act.
228	4	rosja	A4	19	3. Pytanie, którego nikt nie chce usłyszeć	3. The Question No One Wants to Hear	Rozpad Rosji otwiera niewygodne pytanie o kontrolę arsenału jądrowego.	Russia's disintegration opens the uncomfortable question of who controls the nuclear arsenal.
229	4	rosja	A4	20	o cenie ropy	On the Oil Price	Słowa decydentów o rosyjskiej ropie same mogą poruszać cenami energii.	Decision-makers' words about Russian oil can themselves move energy prices.
230	4	rosja	A4	21	4. Asymetria kosztu pomyłki	4. Asymmetry in the Cost of Being Wrong	Politycznie taniej milczeć niż publicznie pomylić się co do rozpadu Rosji.	Politically, silence is cheaper than being publicly wrong about Russia's disintegration.
231	4	rosja	A4	22	5. Emeryci mówią — test kontrolny	5. Retirees Speak — the Control Test	Po odejściu z urzędu ci sami ludzie mówią znacznie swobodniej o scenariuszach końcowych.	Once out of office, the same people speak much more freely about end-state scenarios.
232	4	rosja	A4	23	6. Media też — inny mechanizm, ten sam skutek	6. The Media Too — Different Mechanism, Same Effect	Media unikają kategorycznych prognoz strukturalnych z innych powodów niż urzędujący politycy.	The media avoid categorical structural forecasts for different reasons than incumbent politicians do.
233	4	rosja	A4	24	7. Błąd ramy porównawczej	7. Error in the Comparative Frame	Błędne analogie historyczne zasłaniają odmienną strukturę obecnej rosyjskiej erozji.	Misleading historical analogies obscure the different structure of Russia's current erosion.
234	4	rosja	A4	25	8. Kto może zobaczyć, że król jest nagi	8. Who Can See That the Emperor Has No Clothes	Najłatwiej nazwać pełny obraz tym, którzy nie ponoszą kosztu własnej diagnozy.	Those who do not bear the cost of their own diagnosis find it easiest to name the full picture.
235	4	rosja	A4	26	IV. Budanow i Zełenski — zmiana języka	IV. Budanov and Zelenskyy — a Change in Language	Zmiana języka ukraińskiego kierownictwa z przetrwania na termin zakończenia wojny.	A shift in the language of Ukraine's leadership from survival to a timetable for ending the war.
236	4	rosja	A4	27	1. Awans, który sam jest tezą	1. A Promotion That Is Itself a Thesis	Awans Budanowa odczytany jako przesunięcie ciężaru ku fazie politycznego domknięcia.	Budanov's promotion read as a shift of weight toward the phase of political closure.
237	4	rosja	A4	28	2. Od przetrwania do terminu	2. From Survival to a Deadline	Publiczny język przechodzi od „wytrzymamy” do konkretnego okna zakończenia wojny.	Public language shifts from “we will endure” to a concrete window for ending the war.
238	4	rosja	A4	29	3. Doktryna maksymalizacji eskalacji	3. The Doctrine of Maximising Escalation	Wyjście z eskalacji przez zwiększenie presji aż do wymuszenia decyzji przeciwnika.	Exiting escalation by increasing pressure until the opponent is forced to decide.
239	4	rosja	A4	30	4. Dosłowność jako narzędzie	4. Literalness as a Tool	Dosłowne komunikaty jako świadome ograniczenie nadinterpretacji i propagandowego szumu.	Literal messages as a deliberate way to limit over-interpretation and propaganda noise.
240	4	rosja	A4	31	5. Rejestr mnicha-wojownika	5. The Warrior-Monk Register	Budanow jako chłodny nadawca opisujący zweryfikowane zadania bez triumfalizmu.	Budanov as a cool, restrained sender reporting verified tasks without triumphalism.
241	4	rosja	A4	32	Ta sama brakująca warstwa	The Same Missing Layer	Brak performatywnego triumfu jako wspólna cecha analizowanych wypowiedzi.	The absence of performative triumph as a shared feature of the statements analysed.
242	4	rosja	A4	33	Nawiązanie: gramatyka Budanowa	Reference: Budanov's Grammar	Lipcowy język potwierdza wcześniejszy odczyt przemilczeń i kolejności komunikacji Budanowa.	The language of July confirms the earlier reading of Budanov's omissions and sequencing of communication.
243	4	rosja	A4	34	6. Co mówią, a czego nadal nie	6. What They Say, and What They Still Do Not	Jawność kończy się przed pytaniem o rozpad Rosji, Putina i arsenał jądrowy.	Transparency stops before the questions of Russia's disintegration, Putin and the nuclear arsenal.
244	4	rosja	A4	35	V. Kasparow — stała odniesienia	V. Kasparov — the Reference Constant	Niezmienna od lat diagnoza Kasparowa jako linia bazowa dla przesuwającej się rzeczywistości.	Kasparov's diagnosis, unchanged for years, as a baseline against which a shifting reality can be measured.
245	4	rosja	A4	36	1. Dwadzieścia lat tej samej tezy	1. Twenty Years of the Same Thesis	Stała teza: reżim Putina kończy się dopiero wraz z rosyjską porażką.	The constant thesis: Putin's regime ends only with Russia's defeat.
246	4	rosja	A4	37	2. Trzy rzeczy, których nie mówi nikt inny	2. Three Things No One Else Says	Kasparow wypowiada wprost trzy wnioski omijane przez urzędujących decydentów.	Kasparov states openly three conclusions avoided by serving decision-makers.
247	4	rosja	A4	38	Po pierwsze: Rosja się rozpadnie	First: Russia Will Disintegrate	Rozpad rosyjskiej konstrukcji imperialnej jako przewidywany skutek przegranej reżimu.	The disintegration of Russia's imperial structure as the expected consequence of the regime's defeat.
248	4	rosja	A4	39	Po drugie: Rosja powinna się rozpaść	Second: Russia Should Disintegrate	Rozpad Rosji przedstawiony także jako pożądany wynik moralny i strategiczny.	Russia's disintegration presented also as a desirable moral and strategic outcome.
249	4	rosja	A4	40	Po trzecie: na tej wojnie zarabiają Chiny, i właściwie nikt inny	Third: China Profits from This War, and Essentially No One Else Does	Pekin jako główny beneficjent przeciągającej się wojny i rosnącej zależności Rosji.	Beijing as the main beneficiary of a prolonged war and Russia's growing dependence.
250	4	rosja	A4	41	I wniosek, który wynika z trzech powyższych: to nic strasznego	And the Conclusion That Follows from the Three Above: It Is Not Terrible	Rozpad imperium nie musi być katastrofą większą niż koszt jego dalszego trwania.	The collapse of an empire need not be a greater catastrophe than the cost of keeping it alive.
251	4	rosja	A4	42	3. Dlaczego teraz brzmi inaczej	3. Why It Sounds Different Now	Dane przesunęły się w stronę diagnozy, która wcześniej brzmiała jak dysydencka przesada.	The data have moved toward a diagnosis that once sounded like dissident exaggeration.
252	4	rosja	A4	43	4. Trzy głosy, jeden model	4. Three Voices, One Model	Zachód, Ukraina i Kasparow różnią się stopniem zobowiązania, niekoniecznie wiedzy.	The West, Ukraine and Kasparov differ in degree of commitment, not necessarily in knowledge.
253	4	rosja	A4	44	VI. Jak niewinnie zaczął się hurt	VI. How Innocently Wholesale Began	Hurt wyrósł z reakcji na rosyjski atak, ale utrzymał się dzięki wysokiej skuteczności.	Wholesale grew out of a response to a Russian attack, but persisted because it proved highly effective.
254	4	rosja	A4	45	1. Drabina zaczęła się wcześniej	1. The Ladder Began Earlier	Lipcowy hurt opiera się na zdolnościach budowanych wcześniej dla większej autonomii Ukrainy.	July's wholesale campaign rests on capabilities built earlier to increase Ukraine's autonomy.
255	4	rosja	A4	46	2. Dwa motory w jednym kierunku	2. Two Engines in the Same Direction	Kalkulacja strategiczna i odwet moralny popychają kampanię w tym samym kierunku.	Strategic calculation and moral retaliation push the campaign in the same direction.
256	4	rosja	A4	47	3. Drabina lipcowa, dzień po dniu	3. The July Ladder, Day by Day	Dzień po dniu odpowiedź eskaluje od gestu do trwałej kampanii nowych celów.	Day by day, the response escalates from a gesture into a sustained campaign against new target classes.
257	4	rosja	A4	48	4. Odpowiedź podwójna — realna i wizerunkowa	4. A Double Response — Material and Reputational	Jednoczesny efekt materialny i komunikacyjny po rosyjskim ataku.	A simultaneous material and communications effect following the Russian attack.
258	4	rosja	A4	49	5. Pewność następnego kroku	5. Confidence in the Next Step	Odnawialny zasób broni zwiększa możliwość powtarzania udanych ruchów bez wielkiej stawki magazynowej.	A renewable weapons stream increases the ability to repeat successful moves without making a large inventory bet.
259	4	rosja	A4	50	6. Przypadkowa trwałość	6. Accidental Durability	Tymczasowa odpowiedź zostaje utrzymana, bo nowa klasa celów okazuje się wyjątkowo opłacalna.	A temporary response is retained because the new target class proves exceptionally cost-effective.
260	4	rosja	A4	51	VII. Inwersja historyczna	VII. Historical Inversion	Rosja walczy dziś przeciw zapleczu ludzkiego i przemysłowego, które dawniej zasilało jej zwycięstwa.	Russia is now fighting against the human and industrial rear that once powered its victories.
261	4	rosja	A4	52	1. Czym Rosja wygrywała wojny	1. What Russia Used to Win Wars With	Imperium korzystało przez stulecia z ukraińskich ludzi, przemysłu i kompetencji wojskowych.	For centuries, the empire drew on Ukrainian people, industry and military competence.
262	4	rosja	A4	53	2. Amputacja własnego mięśnia	2. Amputating Its Own Muscle	Atak na Ukrainę odciął Rosję od części własnego historycznego zaplecza siłowego.	The attack on Ukraine cut Russia off from part of its own historical base of power.
263	4	rosja	A4	54	3. Co z tego wynika dla tej wojny	3. What This Means for the War	Utracone kompetencje imperium tłumaczą rosyjskie braki i ukraińską zdolność innowacji.	Lost imperial competencies help explain Russian shortages and Ukraine's capacity for innovation.
264	4	rosja	A4	55	VIII. Prognoza dogania rzeczywistość	VIII. The Forecast Catches Up with Reality	Wcześniej niszowy scenariusz przyspieszonego rozstrzygnięcia wchodzi do języka decydentów.	A previously niche scenario of accelerated resolution enters the language of decision-makers.
265	4	rosja	A4	56	1. Co napisano w marcu	1. What Was Written in March	Marcowy rozkład scenariuszy dawał przyspieszonemu końcowi wojny istotne, lecz mniejszościowe prawdopodobieństwo.	The March scenario distribution assigned an accelerated end to the war a meaningful but minority probability.
266	4	rosja	A4	57	2. Co dopisano w czerwcu	2. What Was Added in June	Niezależne zegary przesuwają ciężar prognozy ku jesieni 2026.	Independent clocks shift the forecast weight toward autumn 2026.
267	4	rosja	A4	58	3. Co mówią teraz Zełenski i Budanow	3. What Zelenskyy and Budanov Say Now	Zełenski i Budanow publicznie wskazują zimę 2026 jako realną granicę okna.	Zelenskyy and Budanov publicly point to winter 2026 as a realistic boundary of the window.
268	4	rosja	A4	59	4. Czego wcześniej w obiegu nie było	4. What Was Not Previously in Circulation	Nowością jest samo wejście szybkiego zakończenia wojny do publicznego repertuaru scenariuszy.	The novelty is that a rapid end to the war has entered the public repertoire of scenarios at all.
269	4	rosja	A4	60	5. Dyscyplina — mapa, nie GPS	5. Discipline — a Map, Not GPS	Prognoza pozostaje mapą ryzyka, nie pewną datą ani GPS-em zdarzeń.	The forecast remains a risk map, not a certain date or a GPS for events.
270	4	rosja	A4	61	IX. Zapaść w czasie teraźniejszym ciągłym	IX. Collapse in the Present Continuous	Równoległa degradacja rosyjskiego budżetu, rolnictwa, rezerw, transportu i przedsiębiorstw.	Parallel degradation of Russia's budget, agriculture, reserves, transport and corporate sector.
271	4	rosja	A4	62	1. Budżet — oficjalna dziura i paradoks naftowy	1. The Budget — the Official Hole and the Oil Paradox	Deficyt przekracza plany mimo odkładania reguł fiskalnych poza bieżący horyzont.	The deficit exceeds plans even as fiscal rules are pushed beyond the current horizon.
272	4	rosja	A4	63	Paradoks naftowy — spadek wpływów przy rekordowych cenach	The Oil Paradox — Falling Revenues at Record Prices	Wpływy spadają mimo rekordowej ceny ropy, bo ograniczeniem staje się fizyczny eksport.	Revenues fall despite record oil prices because the constraint is becoming physical export capacity.
273	4	rosja	A4	64	2. Zbiory — paliwo zjada plon, a technologia zjada resztę	2. Harvests — Fuel Eats the Crop, Technology Eats the Rest	Braki paliwa, technologii i ludzi uderzają bezpośrednio w tempo i wynik żniw.	Shortages of fuel, technology and labour directly hit the pace and outcome of the harvest.
274	4	rosja	A4	65	Degradacja technologiczna pod spodem	Technological Degradation Underneath	Tańsze nasiona, mniej nawozów i starzejący sprzęt wzmacniają podatność rolnictwa.	Cheaper seeds, less fertiliser and ageing equipment increase agriculture's vulnerability.
275	4	rosja	A4	66	Pogoda i pułapka płynności	Weather and the Liquidity Trap	Pogoda i brak gotówki zamykają rolników w pętli paliwo–zbiór–dochód.	Weather and lack of cash lock farmers into a fuel–harvest–income loop.
