dokument_kod	plik_zamrozony	plik_anchory	kolejnosc	poziom	sekcja_tytul	anchor
D3	d3-zamrozone-narzedzie-disinfolklore-swot-advocatus-v01_00-2026-03-25.html	d3-zamrozone-narzedzie-disinfolklore-swot-advocatus-v01_00-2026-03-25-anchory.html	29	H4	"Pan twierdzi, że „Accusation in a Mirror"" jest strukturą wspólną dla wszystkich ludobójstw — sprawca oskarża ofiarę o to, co sam planuje. Ale wzajemne oskarżenia są codziennością polityki. Proszę podać precyzyjne kryterium, na podstawie którego sąd mógłby odróżnić autentyczne oskarżenie od „Accusation in a Mirror""."	accusation-in-a-mirror-kryterium
D3	d3-zamrozone-narzedzie-disinfolklore-swot-advocatus-v01_00-2026-03-25.html	d3-zamrozone-narzedzie-disinfolklore-swot-advocatus-v01_00-2026-03-25-anchory.html	30	H4	W jakim typie postępowania cywilnego — o ochronę dóbr osobistych, o naruszenie praw autorskich, o zadośćuczynienie — Pana metoda miałaby walor dowodowy? Proszę wskazać konkretny przepis k.c. lub k.p.c., który dopuszczałby opinię opartą na tej metodzie.	walor-dowodowy
D3	d3-zamrozone-narzedzie-disinfolklore-swot-advocatus-v01_00-2026-03-25.html	d3-zamrozone-narzedzie-disinfolklore-swot-advocatus-v01_00-2026-03-25-anchory.html	31	H4	Panie biegły, ostatnie pytanie: czy Pan, jako twórca tej metody, jest w stanie wskazać warunki, w których sam uznałby ją za obaloną?	warunki-obalenia-metody
D4	d4-zamrozone-rosyjskie-samobojstwa-taksonomia-v08_01-2026-06-13.html	d4-zamrozone-rosyjskie-samobojstwa-taksonomia-v08_01-2026-06-13-anchory.html	1	H1	☠️ Taksonomia rosyjskiego samobójstwa	taksonomia-rosyjskiego-samobojstwa
D4	d4-zamrozone-rosyjskie-samobojstwa-taksonomia-v08_01-2026-06-13.html	d4-zamrozone-rosyjskie-samobojstwa-taksonomia-v08_01-2026-06-13-anchory.html	2	H2	I. Defenestracja (upadek z okna)	defenestracja
D4	d4-zamrozone-rosyjskie-samobojstwa-taksonomia-v08_01-2026-06-13.html	d4-zamrozone-rosyjskie-samobojstwa-taksonomia-v08_01-2026-06-13-anchory.html	3	H2	II. Broń palna	bron-palna
D4	d4-zamrozone-rosyjskie-samobojstwa-taksonomia-v08_01-2026-06-13.html	d4-zamrozone-rosyjskie-samobojstwa-taksonomia-v08_01-2026-06-13-anchory.html	4	H2	III. Powieszenie / uduszenie	powieszenie-uduszenie
D4	d4-zamrozone-rosyjskie-samobojstwa-taksonomia-v08_01-2026-06-13.html	d4-zamrozone-rosyjskie-samobojstwa-taksonomia-v08_01-2026-06-13-anchory.html	5	H2	IV. Utonięcie / upadek z jednostki pływającej	utoniecie-upadek-z-jednostki
D4	d4-zamrozone-rosyjskie-samobojstwa-taksonomia-v08_01-2026-06-13.html	d4-zamrozone-rosyjskie-samobojstwa-taksonomia-v08_01-2026-06-13-anchory.html	6	H2	"V. Nagły zawał / „ostre niewydolności"""	nagly-zawal-niewydolnosc
D4	d4-zamrozone-rosyjskie-samobojstwa-taksonomia-v08_01-2026-06-13.html	d4-zamrozone-rosyjskie-samobojstwa-taksonomia-v08_01-2026-06-13-anchory.html	7	H2	VI. Trucizny i substancje egzotyczne	trucizny-substancje-egzotyczne
D4	d4-zamrozone-rosyjskie-samobojstwa-taksonomia-v08_01-2026-06-13.html	d4-zamrozone-rosyjskie-samobojstwa-taksonomia-v08_01-2026-06-13-anchory.html	8	H2	VII. Śmierć w więzieniu / kolonii karnej	smierc-w-wiezieniu
D4	d4-zamrozone-rosyjskie-samobojstwa-taksonomia-v08_01-2026-06-13.html	d4-zamrozone-rosyjskie-samobojstwa-taksonomia-v08_01-2026-06-13-anchory.html	9	H2	VIII. Znaleziony martwy (bez wyjaśnienia)	znaleziony-martwy
D4	d4-zamrozone-rosyjskie-samobojstwa-taksonomia-v08_01-2026-06-13.html	d4-zamrozone-rosyjskie-samobojstwa-taksonomia-v08_01-2026-06-13-anchory.html	10	H2	IX. Katastrofa lotnicza (cel = grupa)	katastrofa-lotnicza
D4	d4-zamrozone-rosyjskie-samobojstwa-taksonomia-v08_01-2026-06-13.html	d4-zamrozone-rosyjskie-samobojstwa-taksonomia-v08_01-2026-06-13-anchory.html	11	H2	X. Dekapitacja	dekapitacja
D4	d4-zamrozone-rosyjskie-samobojstwa-taksonomia-v08_01-2026-06-13.html	d4-zamrozone-rosyjskie-samobojstwa-taksonomia-v08_01-2026-06-13-anchory.html	12	H2	XI. Metoda podwójna (combo)	metoda-podwojna
D4	d4-zamrozone-rosyjskie-samobojstwa-taksonomia-v08_01-2026-06-13.html	d4-zamrozone-rosyjskie-samobojstwa-taksonomia-v08_01-2026-06-13-anchory.html	13	H2	XII. Metaanaliza — co mówi taksonomia	metaanaliza-taksonomii
D5	d5-zamrozone-putin-cornered-animal-v03_00-2026-03-24.html	d5-zamrozone-putin-cornered-animal-v03_00-2026-03-24-anchory.html	1	H1	🐀 Putin — cornered animal edition (v3)	putin-cornered-animal
D5	d5-zamrozone-putin-cornered-animal-v03_00-2026-03-24.html	d5-zamrozone-putin-cornered-animal-v03_00-2026-03-24-anchory.html	2	H2	0. Dlaczego to nie jest pytanie o pieniądze	nie-pytanie-o-pieniadze
D5	d5-zamrozone-putin-cornered-animal-v03_00-2026-03-24.html	d5-zamrozone-putin-cornered-animal-v03_00-2026-03-24-anchory.html	3	H2	I. Co mu realnie zostaje (po wszystkich korektach)	co-mu-zostaje
D5	d5-zamrozone-putin-cornered-animal-v03_00-2026-03-24.html	d5-zamrozone-putin-cornered-animal-v03_00-2026-03-24-anchory.html	4	H2	II. Co nie działa (skreślone)	co-nie-dziala
D5	d5-zamrozone-putin-cornered-animal-v03_00-2026-03-24.html	d5-zamrozone-putin-cornered-animal-v03_00-2026-03-24-anchory.html	5	H2	III. Ukryty majątek — $1 bln dark money	ukryty-majatek-dark-money
D5	d5-zamrozone-putin-cornered-animal-v03_00-2026-03-24.html	d5-zamrozone-putin-cornered-animal-v03_00-2026-03-24-anchory.html	6	H2	IV. Cornered animal — scenariusze desperacji	scenariusze-desperacji
D5	d5-zamrozone-putin-cornered-animal-v03_00-2026-03-24.html	d5-zamrozone-putin-cornered-animal-v03_00-2026-03-24-anchory.html	7	H2	V. Kluczowe pytanie: kiedy elity odłączą się od Putina?	kiedy-elity-odlacza-sie-od-putina
D5	d5-zamrozone-putin-cornered-animal-v03_00-2026-03-24.html	d5-zamrozone-putin-cornered-animal-v03_00-2026-03-24-anchory.html	8	H3	Synteza v3: Projekt życia mu nie wyszedł	projekt-zycia-mu-nie-wyszedl
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	1	H1	Jałta 3.0	jalta-3-0
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	2	H3	Spis treści	spis-tresci
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	3	H2	1. Wizja — Synteza	wizja-synteza
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	4	H3	Filary wizji	filary-wizji
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	5	H2	2. Koncepcja operacyjna	koncepcja-operacyjna
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	6	H3	2.1 Rzeka Aras — klucz do operacji azerskiej	rzeka-aras
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	7	H3	2.2 Pas 30 km — logika operacyjna	pas-30-km
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	8	H3	2.3 Zagros — domena kurdyjska	zagros-domena-kurdyjska
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	9	H3	2.4 Wielki deal — Władywostok za Kaukaz	wielki-deal-wladywostok-za-kaukaz
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	10	H3	2.5 Model końcowy — Hanza 2.0	hanza-2-0
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	11	H2	3. Mapa driverów — aktor po aktorze	mapa-driverow
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	12	H2	4. Analizy przeprowadzone	analizy-przeprowadzone
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	13	H3	4.1 Analiza rozpadu irańskiej państwowości	rozpad-iranskiej-panstwowosci
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	14	H4	Argumenty za rozpoczęciem rozpadu	argumenty-za-rozpadem
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	15	H4	Argumenty przeciw	argumenty-przeciw-rozpadowi
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	16	H3	4.2 Analiza utraty aury strachu przez IRGC	utrata-aury-strachu-irgc
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	17	H4	Wnioski	wnioski-irgc
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	18	H3	4.3 Analiza operacji azerskiej	operacja-azerska
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	19	H4	Feasibility	feasibility-operacji-azerskiej
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	20	H3	4.4 Analiza konwergencji interesów sojuszników	konwergencja-interesow-sojusznikow
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	21	H4	Zbieżności	zbieznosci-sojusznikow
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	22	H4	Sprzeczności	sprzecznosci-sojusznikow
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	23	H3	4.5 Analiza roli Rosji	rola-rosji
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	24	H4	Dlaczego Rosja się nie liczy	dlaczego-rosja-sie-nie-liczy
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	25	H3	4.6 Analiza modelu finansowania	model-finansowania
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	26	H4	Źródła kapitału	zrodla-kapitalu
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	27	H3	4.7 Analiza szoku jako akceleratora	szok-jako-akcelerator
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	28	H4	Precedensy historyczne	precedensy-historyczne
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	29	H2	5. Zidentyfikowane dziury i ryzyka	dziury-i-ryzyka
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	30	H4	RYZYKO KRYTYCZNE 1: 440 kg uranu w rozpadającym się państwie	ryzyko-uran-440-kg
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	31	H4	RYZYKO KRYTYCZNE 2: Globalny szok naftowy	ryzyko-globalny-szok-naftowy
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	32	H4	RYZYKO 3: Pakistan i Beludżystan	ryzyko-pakistan-beludzystan
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	33	H4	RYZYKO 4: Tożsamość irańskich Azerów	ryzyko-tozsamosc-iranskich-azerow
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	34	H4	RYZYKO 5: Mission creep i eskalacja	ryzyko-mission-creep-eskalacja
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	35	H4	RYZYKO 6: Fragmentacja kurdyjska	ryzyko-fragmentacja-kurdyjska
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	36	H4	RYZYKO 7: Sekwencja zdarzeń	ryzyko-sekwencja-zdarzen
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	37	H2	6. Werdykt końcowy	werdykt-koncowy
D6	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08.html	d6-zamrozone-jalta-3-analiza-strategiczna-v01_00-2026-03-08-anchory.html	38	H3	Ocena analityka	ocena-analityka
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	1	H1	Jałta 3.0	jalta-3-0
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	2	H2	1 Warstwa kognitywna — AuDHD jako styl decyzyjny	warstwa-kognitywna
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	3	H3	Hipoteza	hipoteza-warstwa-kognitywna
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	4	H4	Trump — podręcznikowy profil ADHD	trump-profil-adhd
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	5	H4	Aliyev — AuDHD w trybie strategicznym	aliyev-audhd-strategiczne
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	6	H4	Izrael — państwo z AuDHD	izrael-panstwo-z-audhd
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	7	H2	2 Warstwa tożsamościowa — trzy narody bez państwa	warstwa-tozsamosciowa
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	8	H3	Fundament koalicji	fundament-koalicji
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	9	H4	Wspólna cecha 1: Państwo jako projekt, nie dana	panstwo-jako-projekt
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	10	H4	Wspólna cecha 2: Wzajemne rozpoznanie	wzajemne-rozpoznanie
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	11	H4	Wspólna cecha 3: Samowystarczalność jako imperatyw przetrwania	samowystarczalnosc-przetrwanie
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	12	H3	Trzy tysiące lat wspólnej historii	trzy-tysiace-lat-historii
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	13	H3	Abraham w górach Zagros	abraham-w-zagros
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	14	H2	3 Warstwa paradoksu — nieufność jako stabilizator	warstwa-paradoksu
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	15	H3	Teza	teza-nieufnosc-stabilizator
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	16	H3	Precedensy zdrady	precedensy-zdrady
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	17	H3	Pięć mechanizmów, przez które nieufność wzmacnia projekt	piec-mechanizmow-nieufnosci
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	18	H4	Mechanizm 1: Autonomia działania	autonomia-dzialania
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	19	H4	Mechanizm 2: Struktury niepodległe od patrona	struktury-niezalezne-od-patrona
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	20	H4	Mechanizm 3: Uniezależnienie od attention spanu Trumpa	niezaleznosc-od-attention-spanu-trumpa
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	21	H4	Mechanizm 4: Eliminacja pułapki zależności	eliminacja-pulapki-zaleznosci
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	22	H4	Mechanizm 5: Budowa legitymacji wewnętrznej, nie zewnętrznej	legitymacja-wewnetrzna
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	23	H2	4 Warstwa matematyczna — równowagi Nasha	warstwa-matematyczna
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	24	H3	Definicja	definicja-rownowagi-nasha
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	25	H3	Test Nasha: trójkąt Żydzi — Azerowie — Kurdowie	nash-trojkat-zydzi-azerowie-kurdowie
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	26	H4	Izrael defektuje?	izrael-defektuje
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	27	H4	Azerbejdżan defektuje?	azerbejdzan-defektuje
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	28	H4	Kurdowie defektują?	kurdowie-defektuja
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	29	H3	Test Nasha: czworokąt z USA	nash-czworokat-z-usa
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	30	H4	USA defektują?	usa-defektuja
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	31	H4	Trójkąt defektuje wobec USA?	trojkat-defektuje-wobec-usa
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	32	H3	Test Nasha: pełny system	nash-pelny-system
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	33	H4	Turcja defektuje? → irracjonalne	turcja-defektuje
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	34	H4	Armenia defektuje? → irracjonalne	armenia-defektuje
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	35	H4	UE defektuje? → irracjonalne	ue-defektuje
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	36	H4	GCC defektuje? → irracjonalne	gcc-defektuje
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	37	H4	Chiny defektują? → irracjonalne (jeśli deal Władywostok)	chiny-defektuja
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	38	H3	Trzy zagnieżdżone równowagi	trzy-zagniezdzone-rownowagi
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	39	H2	5 Warstwa epistemologiczna — dlaczego ta analiza wygląda tak, jak wygląda	warstwa-epistemologiczna
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	40	H3	Odwrócona metoda naukowa	odwrocona-metoda-naukowa
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	41	H2	Synteza: dlaczego to zadziała(ć może)	synteza-dlaczego-moze-zadzialac
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	42	H3	Pięć warstw = pięć powodów	piec-warstw-piec-powodow
D7	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08.html	d7-zamrozone-jalta-3-apendyks-v01_00-2026-03-08-anchory.html	43	H3	Ostatnie zdanie	ostatnie-zdanie
E1	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17.html	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17-anchory.html	1	H1	Ropa, gaz i geopolityka	ropa-gaz-geopolityka
E1	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17.html	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17-anchory.html	2	H2	1. Struktura globalnego popytu na ropę i gaz (2024)	globalny-popyt-ropa-gaz-2024
E1	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17.html	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17-anchory.html	3	H3	1.1. Transport — podział wewnętrzny	transport-podzial-wewnetrzny
E1	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17.html	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17-anchory.html	4	H2	"2. Substytucja: co można zastąpić „już teraz""?"	substytucja-juz-teraz
E1	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17.html	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17-anchory.html	5	H3	2.1. Transport drogowy + generacja prądu i ciepła (~267 EJ, 78%)	transport-drogi-prad-cieplo
E1	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17.html	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17-anchory.html	6	H3	2.2. Surowiec do procesów przemysłowych (~35 EJ, 10%)	surowiec-procesy-przemyslowe
E1	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17.html	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17-anchory.html	7	H3	2.3. Nawozy — szczególny przypadek feedstocku	nawozy-feedstock
E1	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17.html	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17-anchory.html	8	H2	3. Scenariusz Ormuz: inflacja ≠ głód	scenariusz-ormuz
E1	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17.html	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17-anchory.html	9	H3	3.1. Kluczowa dystynkcja: szok cenowy vs. fizyczny brak	szok-cenowy-vs-fizyczny-brak
E1	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17.html	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17-anchory.html	10	H3	3.2. Skala szoku: porównanie z Lehman Brothers / dot-com	skala-szoku-lehman-dot-com
E1	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17.html	ropa-gaz-geopolityka-analiza-v01_00-2026-03-17-anchory.html	11	H3	3.3. Paradoks szybkiego szoku	paradoks-szybkiego-szoku
