dokument_kod	dokument_plik	dokument_tytul	url_stabilny	poziom	glebokosc	kolejnosc	sekcja_tytul	anchor	anchor_status	deep_link	opis
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H4	4	58	"Alternatywa: ""lipiec przyspieszony przez wojnę w Iranie"""	alternatywa-lipiec	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#alternatywa-lipiec	Maj politycznie przyspiesza operacyjny plan letni po szoku wojny w Iranie.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	59	Kampania ujawnienia (17–23.05.2026)	trzydniowa-kampania	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#trzydniowa-kampania	Tygodniowa kampania ujawnienia zdolności, wywiadu, broni, doktryny i oczekiwań.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H4	4	60	Kluczowe obserwacje strukturalne:	obserwacje-strukturalne	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#obserwacje-strukturalne	Wiele kanałów i nadawców jako ślad skoordynowanej kampanii komunikacyjnej.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	61	Druga kampania ujawnienia (25–27.05.2026) — oś białoruska	druga-kampania-bialoruska	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#druga-kampania-bialoruska	Białoruś jako oś zsynchronizowanej kampanii dyplomatycznej, odstraszającej i sankcyjnej.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	62	Krym jako wyspa logistyczna — transformacja jakościowa korytarza	krym-wyspa-logistyczna	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#krym-wyspa-logistyczna	Korytarz lądowy do Krymu przechodzi od degradacji do faktycznej utraty funkcji.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	63	Europejska oś instytucjonalna — warunki UE wobec Rosji	europejska-os-instytucjonalna	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#europejska-os-instytucjonalna	UE formalizuje warunki wobec Rosji i wzmacnia ukraińską ramę nacisku.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	64	Test dyplomatyczny — kto został w Kijowie	test-dyplomatyczny-kijow	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#test-dyplomatyczny-kijow	Obecność zagranicznych dyplomatów w Kijowie jako test gotowości do ponoszenia ryzyka.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	65	Galați — rosyjski dron w bloku mieszkalnym państwa NATO	galati-rumunia-nato	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#galati-rumunia-nato	Rosyjski dron w Rumunii jako test granicy między incydentem a odpowiedzią NATO.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	66	Gabala — Aliyev jako kandydat na mediatora alternatywnego	gabala-aliyev-mediator	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#gabala-aliyev-mediator	Aliyev jako alternatywny mediator dzięki rosnącej autonomii Azerbejdżanu od Moskwy.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	67	Pięć przegranych wyborów — piąty front erozji wpływu	cztery-przegrane-wybory	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#cztery-przegrane-wybory	Seria porażek politycznych jako osobny front erozji rosyjskich wpływów.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	68	Asymetria katalogów prawomocnych celów (MTK vs PA-I) — i pochwycenie ramy rozejmowej 4–9 maja	asymetria-katalogow-celow	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#asymetria-katalogow-celow	Kontrast legalności celów i przejęcie przez Ukrainę ramy rozejmowo-sankcyjnej.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	69	"Doktryna „long-range sanctions"" — nazwana 16.05, sformalizowana 30.05"	long-range-sanctions-doktryna	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#long-range-sanctions-doktryna	„Long-range sanctions” jako nazwana polityczna rama ukraińskich uderzeń głębokich.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H4	4	70	Dwa ortogonalne procesy — Proces A (degradacja frontu) i Proces B (strangulacja)	dwa-procesy-a-b	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#dwa-procesy-a-b	Dwa niezależne procesy: degradacja frontu dziś i strangulacja gospodarki jutro.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H4	4	71	Twierdzenie Nyquista — dlaczego tempo bije OODA (dwa ortogonalne procesy)	nyquist-dwa-procesy	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#nyquist-dwa-procesy	Nakładanie dwóch rytmów uderzeń przeciąża rosyjski cykl obserwacji i reakcji.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	72	Dwadzieścia miliardów — liczba jako teza (cena policzona, w zasięgu, podzielna)	dwadziescia-miliardow	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#dwadziescia-miliardow	Koszt kampanii liczony jako osiągalna, podzielna inwestycja strategiczna Ukrainy.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H4	4	73	P1-SUN — ta sama tania asymetria, odwrócona w obronę	p1-sun-tania-asymetria-obronna	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#p1-sun-tania-asymetria-obronna	Tania asymetria dronowa odwrócona z ataku na ochronę ukraińskich celów.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	74	Kubańska anomalia historyczna — czego Rosja nie może przyznać	kubanska-anomalia-historyczna	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#kubanska-anomalia-historyczna	Kubań jako problem dla rosyjskiej narracji historycznej i doktryny Russkij Mir.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	75	Moskwa tonie co lato — trzy wektory jednej kałuży (korupcja, wojna, klimat)	moskwa-tonie-co-lato	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#moskwa-tonie-co-lato	Powodzie Moskwy jako wspólny skutek korupcji, wojennej presji i klimatu.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	76	Asymetria opcjonalności (wartość opcji wyboru)	asymetria-opcjonalnosci	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#asymetria-opcjonalnosci	Ukraina zachowuje więcej możliwych ruchów; Rosja stopniowo zużywa własne opcje.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H4	4	77	Cena rezerwy strategicznej UA (szacunek przybliżony):	cena-rezerwy-ua	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#cena-rezerwy-ua	Przybliżony koszt utrzymywania ukraińskiej rezerwy strategicznej i swobody wyboru.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H4	4	78	Rosja świadomie wydała opcjonalność:	rosja-wydala-opcje	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#rosja-wydala-opcje	Rosja zużywa zasoby i swobodę działania na podtrzymywanie bieżącej presji.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	79	Wniosek systemowy	wniosek-systemowy	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#wniosek-systemowy	Przewaga Ukrainy wynika z rosnącej opcjonalności przy kurczących się wyborach Rosji.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H2	2	80	IX. Atak na Kijów jako odpowiedź — czytanie timingu	odpowiedz-rosji	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#odpowiedz-rosji	Timing i Oreshnik jako klucze do odczytania rosyjskiej odpowiedzi na kampanię.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	81	Uderzenie w cywilów jest stałą — zmienną jest moment	timing-stala	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#timing-stala	Rosyjskie ataki na cywilów są stałe; informację niesie wybrany moment riposty.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	82	Oreshnik — sygnał klasy, nie sygnał rutyny	oreshnik-klasa	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#oreshnik-klasa	Rzadkie użycie Oreshnika jako sygnał rangi odpowiedzi, nie skuteczności rażenia.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	83	Nie mogła czy nie chciała — pytania otwarte	nie-mogla-nie-chciala	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#nie-mogla-nie-chciala	Opóźniona odpowiedź: brak zasobów albo przesunięty próg reakcji Rosji.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	84	Cztery tryby intencji — asymetria czytania obu stron	cztery-tryby	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#cztery-tryby	Cztery modele relacji między intencją, działaniem i zniekształceniem informacji.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	85	Co Oreshnik komunikuje — dodatek do pakietu czy osobne zdanie?	oreshnik-komunikat	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#oreshnik-komunikat	Oreshnik jako osobny komunikat wewnątrz większego pakietu rakietowego.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H4	4	86	Przeszłość czy przyszłość — riposta czy uprzedzenie	oreshnik-czas	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#oreshnik-czas	Czy pocisk jest ripostą za przeszłość, czy ostrzeżeniem wobec przyszłości.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H4	4	87	Adresat — wobec kogo nadany	oreshnik-adresat	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#oreshnik-adresat	Porównanie możliwych odbiorców; Europa jako hipoteza wiodąca.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H4	4	88	Noga techniczna — dlaczego Oreshnik zagraża właśnie Europie	oreshnik-przechwyt	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#oreshnik-przechwyt	Techniczna luka europejskiej obrony przed szybkim pociskiem z wieloma efektorami.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	89	Oreshnik jako szczebel eskalacji	oreshnik-szczebel	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#oreshnik-szczebel	Oreshnik jako pośredni szczebel między przemocą konwencjonalną a progiem nuklearnym.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	90	Dwa pociski — trzy odczyty jednej liczby	dwa-pociski	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#dwa-pociski	Liczba dwóch pocisków rozpisana na trzy konkurencyjne interpretacje.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H2	2	91	X. Rejestr predykcji — kalibracja w czasie rzeczywistym	rejestr-predykcji	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#rejestr-predykcji	Bieżące rozliczanie prognoz taktycznych, strukturalnych i doktrynalnych.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	92	Predykcje taktyczne krótkoterminowe	predykcje-taktyczne-krotkoterminowe	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#predykcje-taktyczne-krotkoterminowe	Krótkoterminowe, falsyfikowalne prognozy konkretnych zdarzeń i ich bieżące rozliczenie.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	93	Predykcje strukturalne	predykcje-strukturalne	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#predykcje-strukturalne	Prognozy zmian stanu systemu, nie pojedynczych trafień.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	94	Prognozy zewnętrzne — kalibracja przez niezależne zegary	predykcje-zewnetrzne-zegary	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#predykcje-zewnetrzne-zegary	Niezależne zegary zewnętrzne do kalibracji tezy o jesieni 2026.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	95	Predykcja operacyjna — kampania podstacji wysokiego napięcia (lipiec–wrzesień 2026)	predykcje-kampania-podstacji	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#predykcje-kampania-podstacji	Hipoteza systematycznej kampanii na podstacje UES w lipcu–wrześniu 2026.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H4	4	96	Dlaczego podstacje, nie elektrownie	podstacje-vs-elektrownie	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#podstacje-vs-elektrownie	Podstacje jako słabiej bronione i trudniejsze do odtworzenia cele sieciowe.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H4	4	97	Tempo — jedna co dwa tygodnie jako optymalna kadencja	podstacje-tempo	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#podstacje-tempo	Dwutygodniowe tempo: adaptacja bez regeneracji i kontrola ryzyka kaskady.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H4	4	98	Maskowanie w gąszczu kampanii	podstacje-maskowanie	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#podstacje-maskowanie	Podstacje ukrywane w pakietach innych celów i informacyjnym szumie kampanii.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H4	4	99	Niemożliwość skonstruowania momentu eskalacji	podstacje-brak-triggera	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#podstacje-brak-triggera	Salami slicing uniemożliwia wskazanie pojedynczego wiarygodnego progu eskalacji.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	100	Projekcja stanu UES na 18 września 2026 — operacyjne rozliczenie P6	predykcje-projekcja-18-wrzesnia	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#predykcje-projekcja-18-wrzesnia	Nominalna projekcja skumulowanego deficytu UES po sześciu cyklach kampanii.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	101	Doktryna w dziesięciu punktach — manifest P6	predykcje-doktryna-syntetyczna	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#predykcje-doktryna-syntetyczna	Dziesięciopunktowy, falsyfikowalny manifest operacyjny predykcji P6.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H2	2	102	XI. Kolumbryna kontra rzeczywistość — audyt prognozy po dwóch miesiącach	audyt-kolumbryny	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#audyt-kolumbryny	Konfrontacja marcowych hipotez Kolumbryny z danymi z maja i czerwca.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	103	Bestiariusz po dwóch miesiącach — 24 nosorożce	audyt-nosorozce	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#audyt-nosorozce	Status 24 nosorożców po dwóch miesiącach: co przyspieszyło, potwierdziło się lub czeka.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	104	Pozostałe kategorie bestiariusza — słoń, flamingi, łabędzie, tygrysy	audyt-bestiariusz-reszta	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#audyt-bestiariusz-reszta	Rewizja słonia, flamingów, łabędzi i tygrysów poza główną listą nosorożców.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	105	Gdzie maj przeskoczył kategorię	audyt-przeskok	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#audyt-przeskok	Miejsca, gdzie maj przesunął proces z prognozy do nowej jakościowej kategorii.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	106	Zbieżność zegarów — rewizja prognozy	audyt-zegary	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#audyt-zegary	Niezależne wskaźniki czasowe zbiegające się wokół końca 2026.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	107	Patrymonialny grid lock — dlaczego rozkład nie wytwarza natychmiastowego upadku	patrymonialny-grid-lock	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#patrymonialny-grid-lock	Sieci klientelistyczne tłumaczą stabilność reżimu mimo narastającego rozkładu.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	108	Wniosek audytu	audyt-wniosek	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#audyt-wniosek	Kierunek Kolumbryny utrzymany, tempo szybsze; systemowego „suddenly” jeszcze nie ma.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	109	Detekcja absencji jako metoda OSINT — metareflexja o własnej metodzie	audyt-metareflexja-osint	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#audyt-metareflexja-osint	Znikanie danych i metryk jako samodzielny sygnał OSINT.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H4	4	110	Profil neurokognitywny AuDHD i Mottronowskie enhanced perceptual functioning	audhd-detekcja-absencji	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#audhd-detekcja-absencji	Hipoteza związku profilu poznawczego z wyłapywaniem brakujących elementów wzorca.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	111	Świadome powtarzanie nieodwracalnego błędu — wzorzec instytucjonalny	audyt-powtorzenie-bledu	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#audyt-powtorzenie-bledu	Instytucje powtarzają kosztowne błędy mimo jawnej wiedzy o ich skutkach.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H2	2	112	XII. Stacje benzynowe i rynek paliw — siedem nakładających się braków	rynek-paliw-siedem-brakow	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#rynek-paliw-siedem-brakow	Siedem równoległych awarii od przerobu po detal tworzy strukturalny deficyt paliw.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	113	Chronologia — od sierpnia 2025 do kuponów	rynek-chronologia	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#rynek-chronologia	Od pierwszych zakłóceń 2025 do reglamentacji paliwa w 2026.
A2	a2_ZAMROZONE-maj-2026-gradually-stalo-sie-suddenly-v25_00-2026-06-25.html	ZAMROZONE · maj 2026. gradually stalo sie suddenly · v25.00	https://maciektora-hue.github.io/rosja/gradually-suddenly/	H3	3	114	Ogniwo 1 — przerób: rafinerie wyłączone	rynek-rafinerie	OK	https://maciektora-hue.github.io/rosja/gradually-suddenly/#rynek-rafinerie	Spadek przerobu przez seryjne wyłączenia i niszczenie rafinerii.
